Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
276,tt0088763,2026-09-02,2026-09-02,,"Ritorno al futuro","Back to the Future",https://www.imdb.com/title/tt0088763/,Film,8.5,116,1985,"Avventura, Commedia, Fantascienza",1475225,1985-10-18,"Robert Zemeckis",,
277,tt0096874,2026-09-02,2026-09-02,,"Ritorno al futuro - Parte II","Back to the Future Part II",https://www.imdb.com/title/tt0096874/,Film,7.8,108,1989,"Avventura, Commedia, Fantascienza",629329,1989-12-22,"Robert Zemeckis",,
278,tt0099088,2026-09-02,2026-09-02,,"Ritorno al futuro - Parte III","Back to the Future Part III",https://www.imdb.com/title/tt0099088/,Film,7.5,118,1990,"Avventura, Commedia, Fantascienza, Western",526310,1990-09-20,"Robert Zemeckis",,
279,tt0822832,2026-09-02,2026-09-02,,"Io & Marley","Marley & Me",https://www.imdb.com/title/tt0822832/,Film,7.0,111,2008,"Drammatico, Per famiglie",176902,2009-04-03,"David Frankel",,
280,tt1253864,2026-09-02,2026-09-02,,"Immortals","Immortals",https://www.imdb.com/title/tt1253864/,Film,6.0,110,2011,"Azione, Drammatico, Fantastico, Sentimentale",184898,2011-11-11,"Tarsem Singh",,
281,tt0930085,2026-09-02,2026-09-02,,"Olé","Olé",https://www.imdb.com/title/tt0930085/,Film,3.0,104,2006,"Commedia",755,2006-12-15,"Carlo Vanzina",,
282,tt1092026,2026-09-02,2026-09-02,,"Paul","Paul",https://www.imdb.com/title/tt1092026/,Film,6.9,104,2011,"Avventura, Commedia, Fantascienza",285340,2011-06-01,"Greg Mottola",,
283,tt1029234,2026-09-02,2026-09-02,,"Martyrs","Martyrs",https://www.imdb.com/title/tt1029234/,Film,7.0,99,2008,"Horror",122725,2009-06-12,"Pascal Laugier",,
284,tt1233301,2026-09-02,2026-09-02,,"Ironclad","Ironclad",https://www.imdb.com/title/tt1233301/,Film,6.1,121,2011,"Azione, Drammatico, Storico, Sentimentale, Guerra",45642,2011-03-04,"Jonathan English",,
285,tt0089960,2026-09-02,2026-09-02,,"Senza tetto né legge","Sans toit ni loi",https://www.imdb.com/title/tt0089960/,Film,7.6,105,1985,"Drammatico",16142,1986-03-01,"Agnès Varda",,
286,tt1291150,2026-09-02,2026-09-02,,"Tartarughe Ninja","Teenage Mutant Ninja Turtles",https://www.imdb.com/title/tt1291150/,Film,5.8,101,2014,"Animazione, Azione, Avventura, Commedia, Poliziesco, Per famiglie, Fantastico, Fantascienza",231990,2014-09-18,"Jonathan Liebesman",,
287,tt3949660,2026-09-02,2026-09-02,,"Tartarughe Ninja - Fuori dall'ombra","Teenage Mutant Ninja Turtles: Out of the Shadows",https://www.imdb.com/title/tt3949660/,Film,5.9,112,2016,"Azione, Avventura, Commedia, Poliziesco, Per famiglie, Fantastico, Fantascienza",107737,2016-07-07,"Dave Green",,
288,tt1320253,2026-09-02,2026-09-02,,"I mercenari - The Expendables","The Expendables",https://www.imdb.com/title/tt1320253/,Film,6.4,103,2010,"Azione, Avventura, Thriller",382988,2010-09-01,"Sylvester Stallone",,
289,tt2333784,2026-09-02,2026-09-02,,"I mercenari 3","The Expendables 3",https://www.imdb.com/title/tt2333784/,Film,6.1,126,2014,"Azione, Avventura, Thriller",207775,2014-09-04,"Patrick Hughes",,
290,tt1764651,2026-09-02,2026-09-02,,"I mercenari 2","The Expendables 2",https://www.imdb.com/title/tt1764651/,Film,6.6,103,2012,"Azione, Avventura, Thriller",336505,2012-08-17,"Simon West",,
291,tt0457275,2026-09-02,2026-09-02,,"Altered - Paura dallo spazio profondo","Altered",https://www.imdb.com/title/tt0457275/,Film,5.6,88,2006,"Horror, Fantascienza, Thriller",11403,2007-07-20,"Eduardo Sánchez",,
292,tt0490181,2026-09-02,2026-09-02,,"Mutant Chronicles","Mutant Chronicles",https://www.imdb.com/title/tt0490181/,Film,5.2,111,2008,"Azione, Avventura, Giallo, Fantascienza",27847,2008-10-10,"Simon Hunter",,
293,tt8242084,2026-09-02,2026-09-02,,"My Spy","My Spy",https://www.imdb.com/title/tt8242084/,Film,6.4,99,2020,"Azione, Commedia",42695,2020-09-03,"Peter Segal",,
294,tt7946422,2026-09-02,2026-09-02,,"Prospect","Prospect",https://www.imdb.com/title/tt7946422/,Film,6.3,100,2018,"Avventura, Drammatico, Fantascienza, Thriller",41306,2018-11-02,"Christopher Caldwell, Zeek Earl",,
295,tt2667380,2026-09-02,2026-09-02,,"Kill Command","Kill Command",https://www.imdb.com/title/tt2667380/,Film,5.7,99,2016,"Azione, Horror, Fantascienza, Thriller",16343,2016-05-13,"Steven Gomez",,
296,tt6469548,2026-09-02,2026-09-02,,"The Head Hunter","The Head Hunter",https://www.imdb.com/title/tt6469548/,Film,5.4,72,2018,"Fantastico, Horror",7863,2019-04-05,"Jordan Downey",,
297,tt0485976,2026-09-02,2026-09-02,,"Rob-B-Hood","Bo bui gai wak",https://www.imdb.com/title/tt0485976/,Film,6.6,136,2006,"Azione, Avventura, Commedia, Poliziesco, Drammatico, Per famiglie, Thriller",17248,2006-09-29,"Benny Chan",,
298,tt0848538,2026-09-02,2026-09-02,,"Shaolin Basket","Gong fu guan lan",https://www.imdb.com/title/tt0848538/,Film,4.8,100,2008,"Azione, Commedia, Sportivo",3957,2008-02-06,"Yen-Ping Chu",,
299,tt1034032,2026-09-02,2026-09-02,,"Gamer","Gamer",https://www.imdb.com/title/tt1034032/,Film,5.7,95,2009,"Azione, Fantascienza, Thriller",144651,2010-03-19,"Mark Neveldine, Brian Taylor",,
300,tt2283362,2026-09-02,2026-09-02,,"Jumanji - Benvenuti nella giungla","Jumanji: Welcome to the Jungle",https://www.imdb.com/title/tt2283362/,Film,6.9,119,2017,"Azione, Avventura, Commedia, Fantastico",511975,2018-01-01,"Jake Kasdan",,
301,tt7975244,2026-09-02,2026-09-02,,"Jumanji - The Next Level","Jumanji: The Next Level",https://www.imdb.com/title/tt7975244/,Film,6.6,123,2019,"Azione, Avventura, Commedia, Fantastico",325187,2019-12-25,"Jake Kasdan",,
302,tt2543164,2026-09-02,2026-09-02,,"Arrival","Arrival",https://www.imdb.com/title/tt2543164/,Film,7.9,116,2016,"Drammatico, Giallo, Fantascienza",879586,2017-01-19,"Denis Villeneuve",,
303,tt2771800,2026-09-02,2026-09-02,,"Il Cacciatore di Vampiri","Geung see",https://www.imdb.com/title/tt2771800/,Film,6.3,103,2013,"Azione, Fantastico, Horror",7077,2013-10-24,"Juno Mak",,
304,tt5371572,2026-09-02,2026-09-02,,"LEGO Marvel Super Heroes: Il ritorno degli Avengers","Lego Marvel Super Heroes: Avengers Reassembled!",https://www.imdb.com/title/tt5371572/,Cortometraggio per la TV,6.1,22,2015,"Animazione, Cortometraggio, Azione, Avventura, Commedia, Fantascienza",1249,2015-11-16,"Rob Silvestri",,
305,tt4189294,2026-09-02,2026-09-02,,"LEGO: Justice league vs Bizzarro league","Lego DC Comics Super Heroes: Batman Be-Leaguered",https://www.imdb.com/title/tt4189294/,Video,6.4,22,2014,"Animazione, Cortometraggio, Azione, Avventura, Commedia, Per famiglie, Fantascienza",1892,2014-10-27,"Rick Morales",,
306,tt3322904,2026-09-02,2026-09-02,,"LEGO Marvel Super Heroes: Sovralimentazione massima","Lego Marvel Super Heroes: Maximum Overload",https://www.imdb.com/title/tt3322904/,Mini serie TV,6.3,22,2013,"Animazione, Cortometraggio, Azione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",1890,2013-11-05,,,
307,tt7387224,2026-09-02,2026-09-02,,"Lego Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat","Lego Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat",https://www.imdb.com/title/tt7387224/,Cortometraggio per la TV,5.8,22,2017,"Animazione, Cortometraggio, Azione, Avventura, Commedia, Fantastico, Fantascienza",679,2017-11,"Michael D. Black",,
308,tt1464580,2026-09-02,2026-09-02,,"Stake Land","Stake Land",https://www.imdb.com/title/tt1464580/,Film,6.4,98,2010,"Drammatico, Horror",46053,2011-06-17,"Jim Mickle",,
309,tt5843670,2026-09-02,2026-09-02,,"Stake Land II","Stake Land II",https://www.imdb.com/title/tt5843670/,Film,5.3,81,2016,"Drammatico, Horror",4420,2017-02-07,"Dan Berk, Robert Olsen",,
310,tt2299206,2026-09-02,2026-09-02,,"The Station - Ghiacciaio di sangue","Blutgletscher",https://www.imdb.com/title/tt2299206/,Film,5.4,98,2013,"Horror, Giallo, Fantascienza, Thriller",4452,2013-09-27,"Marvin Kren",,
311,tt0111127,2026-09-02,2026-09-02,,"La signora ammazzatutti","Serial Mom",https://www.imdb.com/title/tt0111127/,Film,6.9,95,1994,"Commedia, Poliziesco, Thriller",38515,1994-11-25,"John Waters",,
312,tt5628418,2026-09-02,2026-09-02,,"La principessa e il gigante","Askeladden: I Dovregubbens hall",https://www.imdb.com/title/tt5628418/,Film,6.2,104,2017,"Avventura, Per famiglie, Fantastico",4953,2017-09-29,"Mikkel Brænne Sandemose",,
313,tt1470827,2026-09-02,2026-09-02,,"Monsters","Monsters",https://www.imdb.com/title/tt1470827/,Film,6.3,94,2010,"Avventura, Drammatico, Sentimentale, Fantascienza, Thriller",102421,2011-03-04,"Gareth Edwards",,
314,tt0346811,2026-09-02,2026-09-02,,"La maledizione di Komodo","The Curse of the Komodo",https://www.imdb.com/title/tt0346811/,Video,3.0,92,2004,"Avventura, Horror, Fantascienza",1794,2005-01-21,"Jim Wynorski",,
315,tt5462326,2026-09-02,2026-09-02,,"Mom and Dad","Mom and Dad",https://www.imdb.com/title/tt5462326/,Film,5.6,86,2017,"Commedia, Horror, Thriller",29983,2018-03-09,"Brian Taylor",,
316,tt0108500,2026-09-02,2026-09-02,,"I visitatori","Les visiteurs",https://www.imdb.com/title/tt0108500/,Film,7.0,107,1993,"Commedia, Fantastico",41543,1994-11-10,"Jean-Marie Poiré",,
317,tt0189192,2026-09-02,2026-09-02,,"I visitatori alla conquista dell'America","Just Visiting",https://www.imdb.com/title/tt0189192/,Film,5.7,88,2001,"Avventura, Commedia, Fantastico",21368,2001-04-06,"Jean-Marie Poiré",,
318,tt0120882,2026-09-02,2026-09-02,,"I visitatori 2: Ritorno al passato","Les couloirs du temps: Les visiteurs II",https://www.imdb.com/title/tt0120882/,Film,6.1,118,1998,"Commedia, Fantastico",14694,2000-01-21,"Jean-Marie Poiré",,
319,tt2441982,2026-09-02,2026-09-02,,"I visitatori 3 - Liberté, egalité, fraternité","Les visiteurs: La révolution",https://www.imdb.com/title/tt2441982/,Film,4.6,110,2016,"Commedia, Fantastico",5420,2016-04-06,"Jean-Marie Poiré",,
320,tt0082100,2026-09-02,2026-09-02,,"Il tempo delle mele","La boum",https://www.imdb.com/title/tt0082100/,Film,6.7,110,1980,"Commedia, Drammatico, Sentimentale",12064,1981-11-07,"Claude Pinoteau",,
321,tt0082176,2026-09-02,2026-09-02,,"Christiane F. - Noi, i ragazzi dello zoo di Berlino","Christiane F.: Wir Kinder vom Bahnhof Zoo",https://www.imdb.com/title/tt0082176/,Film,7.5,138,1981,"Biografico, Drammatico",35942,1981-06,"Uli Edel",,
322,tt0418279,2026-09-02,2026-09-02,,"Transformers","Transformers",https://www.imdb.com/title/tt0418279/,Film,7.1,144,2007,"Azione, Avventura, Fantascienza",726730,2007-06-28,"Michael Bay",,
323,tt2109248,2026-09-02,2026-09-02,,"Transformers 4 - L'era dell'estinzione","Transformers: Age of Extinction",https://www.imdb.com/title/tt2109248/,Film,5.6,165,2014,"Azione, Avventura, Commedia, Fantascienza, Thriller",353597,2014-07-16,"Michael Bay",,
324,tt1399103,2026-09-02,2026-09-02,,"Transformers 3","Transformers: Dark of the Moon",https://www.imdb.com/title/tt1399103/,Film,6.2,154,2011,"Azione, Avventura, Commedia, Fantascienza, Thriller",460426,2011-06-29,"Michael Bay",,
325,tt3371366,2026-09-02,2026-09-02,,"Transformers - L'ultimo cavaliere","Transformers: The Last Knight",https://www.imdb.com/title/tt3371366/,Film,5.2,154,2017,"Azione, Avventura, Commedia, Fantascienza, Thriller",189355,2017-06-22,"Michael Bay",,
326,tt5090568,2026-09-02,2026-09-02,,"Transformers - Il risveglio","Transformers: Rise of the Beasts",https://www.imdb.com/title/tt5090568/,Film,6.0,127,2023,"Azione, Avventura, Fantascienza",134007,2023-06-07,"Steven Caple Jr.",,
327,tt4701182,2026-09-02,2026-09-02,,"Bumblebee","Bumblebee",https://www.imdb.com/title/tt4701182/,Film,6.7,114,2018,"Azione, Avventura, Fantascienza",211945,2018-12-20,"Travis Knight",,
328,tt0770828,2026-09-02,2026-09-02,,"L'uomo d'acciaio","Man of Steel",https://www.imdb.com/title/tt0770828/,Film,7.1,143,2013,"Azione, Avventura, Fantascienza",876714,2013-06-20,"Zack Snyder",,
329,tt1386697,2026-09-02,2026-09-02,,"Suicide Squad","Suicide Squad",https://www.imdb.com/title/tt1386697/,Film,5.9,123,2016,"Azione, Avventura, Fantastico, Fantascienza",766681,2016-08-13,"David Ayer",,
330,tt6443346,2026-09-02,2026-09-02,,"Black Adam","Black Adam",https://www.imdb.com/title/tt6443346/,Film,6.1,125,2022,"Azione, Avventura, Fantastico, Fantascienza",308595,2022-10-20,"Jaume Collet-Serra",,
331,tt9663764,2026-09-02,2026-09-02,,"Aquaman e il regno perduto","Aquaman and the Lost Kingdom",https://www.imdb.com/title/tt9663764/,Film,5.6,124,2023,"Azione, Avventura, Fantastico, Fantascienza",121791,2023-12-25,"James Wan",,
332,tt1877830,2026-09-02,2026-09-02,,"The Batman","The Batman",https://www.imdb.com/title/tt1877830/,Film,7.8,176,2022,"Azione, Poliziesco, Drammatico, Giallo",948822,2022-03-03,"Matt Reeves",,
333,tt20969586,2026-09-02,2026-09-02,,"Thunderbolts*","Thunderbolts*",https://www.imdb.com/title/tt20969586/,Film,7.1,127,2025,"Azione, Avventura, Poliziesco, Drammatico, Fantastico, Fantascienza",304371,2025-04-30,"Jake Schreier",,
334,tt0448115,2026-09-02,2026-09-02,,"Shazam!","Shazam!",https://www.imdb.com/title/tt0448115/,Film,7.0,132,2019,"Azione, Avventura, Commedia, Fantastico",418424,2019-04-03,"David F. Sandberg",,
335,tt0800369,2026-09-02,2026-09-02,,"Thor","Thor",https://www.imdb.com/title/tt0800369/,Film,7.0,115,2011,"Azione, Fantastico",983876,2011-04-27,"Kenneth Branagh",,
336,tt6710474,2026-09-02,2026-09-02,,"Everything Everywhere All at Once","Everything Everywhere All at Once",https://www.imdb.com/title/tt6710474/,Film,7.7,139,2022,"Azione, Avventura, Commedia, Drammatico, Fantastico, Fantascienza",661154,2022-10-06,"Daniel Kwan, Daniel Scheinert",,
337,tt1055369,2026-09-02,2026-09-02,,"Transformers - La vendetta del caduto","Transformers: Revenge of the Fallen",https://www.imdb.com/title/tt1055369/,Film,6.0,149,2009,"Azione, Avventura, Fantascienza",458615,2009-06-26,"Michael Bay",,
338,tt0060028,2026-09-02,2026-09-02,,"Star Trek","Star Trek",https://www.imdb.com/title/tt0060028/,Serie TV,8.4,50,1966,"Azione, Avventura, Fantascienza",102028,1979-05-01,,,
339,tt0796366,2026-09-02,2026-09-02,,"Star Trek","Star Trek",https://www.imdb.com/title/tt0796366/,Film,7.9,127,2009,"Azione, Avventura, Fantascienza",641296,2009-05-08,"J.J. Abrams",,
340,tt0092455,2026-09-02,2026-09-02,,"Star Trek: The Next Generation","Star Trek: The Next Generation",https://www.imdb.com/title/tt0092455/,Serie TV,8.7,45,1987,"Azione, Avventura, Drammatico, Fantascienza",151499,1991-06-27,,,
341,tt0112178,2026-09-02,2026-09-02,,"Star Trek: Voyager","Star Trek: Voyager",https://www.imdb.com/title/tt0112178/,Serie TV,7.9,44,1995,"Azione, Avventura, Drammatico, Fantascienza, Thriller",85359,1997-09-29,,,
342,tt0244365,2026-09-02,2026-09-02,,"Star Trek: Enterprise","Enterprise",https://www.imdb.com/title/tt0244365/,Serie TV,7.6,60,2001,"Azione, Avventura, Drammatico, Fantascienza",65094,2003-07-06,,,
343,tt8806524,2026-09-02,2026-09-02,,"Star Trek: Picard","Star Trek: Picard",https://www.imdb.com/title/tt8806524/,Serie TV,7.5,46,2020,"Azione, Avventura, Drammatico, Fantascienza",102525,2020-01-24,,,
344,tt8111088,2026-09-02,2026-09-02,,"The Mandalorian","The Mandalorian",https://www.imdb.com/title/tt8111088/,Serie TV,8.6,40,2019,"Azione, Avventura, Fantastico, Fantascienza",665919,2020-03-24,,,
345,tt3322312,2026-09-02,2026-09-02,,"Daredevil","Daredevil",https://www.imdb.com/title/tt3322312/,Serie TV,8.6,60,2015,"Azione, Poliziesco, Drammatico, Fantascienza, Thriller",541966,2015-10-22,,,
346,tt8466564,2026-09-02,2026-09-02,,"Obi-Wan Kenobi","Obi-Wan Kenobi",https://www.imdb.com/title/tt8466564/,Mini serie TV,7.0,45,2022,"Azione, Avventura, Fantascienza",267035,2022-05-27,,,
347,tt0458290,2026-09-02,2026-09-02,,"Star Wars: The Clone Wars","Star Wars: The Clone Wars",https://www.imdb.com/title/tt0458290/,Serie TV,8.5,23,2008,"Animazione, Azione, Avventura, Drammatico, Fantastico, Fantascienza",148384,2009-02-13,,,
348,tt9140554,2026-09-02,2026-09-02,,"Loki","Loki",https://www.imdb.com/title/tt9140554/,Serie TV,8.2,50,2021,"Azione, Avventura, Fantastico, Fantascienza",486295,2021-06-09,,,
349,tt0118799,2026-09-02,2026-09-02,,"La vita è bella","La vita è bella",https://www.imdb.com/title/tt0118799/,Film,8.6,116,1997,"Commedia, Drammatico, Sentimentale, Guerra",822639,1997-12-20,"Roberto Benigni",,
350,tt5691552,2026-09-02,2026-09-02,,"The Orville","The Orville",https://www.imdb.com/title/tt5691552/,Serie TV,8.0,45,2017,"Avventura, Commedia, Fantascienza",110756,2018-01-11,,,
351,tt1211837,2026-09-02,2026-09-02,,"Doctor Strange","Doctor Strange",https://www.imdb.com/title/tt1211837/,Film,7.5,115,2016,"Azione, Avventura, Fantastico, Fantascienza",897277,2016-10-26,"Scott Derrickson",,
352,tt0059792,2026-09-02,2026-09-02,,"Terrore nello spazio","Terrore nello spazio",https://www.imdb.com/title/tt0059792/,Film,6.2,88,1965,"Azione, Avventura, Horror, Fantascienza",8348,1965-09-15,"Mario Bava",,
353,tt1123948,2026-09-02,2026-09-02,,"Lillo e Greg - The movie!","Lillo e Greg - The movie!",https://www.imdb.com/title/tt1123948/,Film,6.2,71,2007,"Commedia",136,2007-07-25,"Luca Rea",,
354,tt1038988,2026-09-02,2026-09-02,,"Rec","[Rec]",https://www.imdb.com/title/tt1038988/,Film,7.4,78,2007,"Horror, Giallo, Thriller",220170,2008-02-28,"Jaume Balagueró, Paco Plaza",,
355,tt1245112,2026-09-02,2026-09-02,,"[Rec]²","(Rec)²",https://www.imdb.com/title/tt1245112/,Film,6.5,85,2009,"Horror, Thriller",85627,2010-01-05,"Jaume Balagueró, Paco Plaza",,
356,tt1649444,2026-09-02,2026-09-02,,"[Rec]³ - La genesi","[Rec]³: Génesis",https://www.imdb.com/title/tt1649444/,Film,5.0,80,2012,"Azione, Avventura, Fantastico, Horror, Fantascienza, Thriller",41857,2013-01-17,"Paco Plaza",,
357,tt1082868,2026-09-02,2026-09-02,,"Quarantena","Quarantine",https://www.imdb.com/title/tt1082868/,Film,6.0,89,2008,"Horror, Fantascienza, Thriller",84677,2009-01-30,"John Erick Dowdle",,
358,tt0387564,2026-09-02,2026-09-02,,"Saw - L'enigmista","Saw",https://www.imdb.com/title/tt0387564/,Film,7.6,103,2004,"Horror, Giallo, Thriller",516864,2005-01-14,"James Wan",,
359,tt1733105,2026-09-02,2026-09-02,,"Bekas","Bekas",https://www.imdb.com/title/tt1733105/,Film,7.5,97,2012,"Avventura, Drammatico",6489,2015-03-19,"Karzan Kader",,
360,tt0431021,2026-09-02,2026-09-02,,"The Possession","The Possession",https://www.imdb.com/title/tt0431021/,Film,5.9,92,2012,"Horror, Giallo, Thriller",66388,2012-10-25,"Ole Bornedal",,
361,tt1408101,2026-09-02,2026-09-02,,"Into Darkness - Star Trek","Star Trek Into Darkness",https://www.imdb.com/title/tt1408101/,Film,7.7,132,2013,"Azione, Avventura, Fantascienza",512569,2013-06-12,"J.J. Abrams",,
362,tt2660888,2026-09-02,2026-09-02,,"Star Trek: Beyond","Star Trek Beyond",https://www.imdb.com/title/tt2660888/,Film,7.0,122,2016,"Azione, Avventura, Fantascienza, Thriller",271930,2016-07-21,"Justin Lin",,
363,tt1781922,2026-09-02,2026-09-02,,"No Escape - Colpo di stato","No Escape",https://www.imdb.com/title/tt1781922/,Film,6.8,103,2015,"Azione, Avventura, Drammatico, Thriller",99607,2015-09-10,"John Erick Dowdle",,
364,tt3808342,2026-09-02,2026-09-02,,"Il figlio di Saul","Saul fia",https://www.imdb.com/title/tt3808342/,Film,7.4,107,2015,"Drammatico, Guerra",54858,2016-01-21,"László Nemes",,
365,tt0108052,2026-09-02,2026-09-02,,"Schindler's List","Schindler's List",https://www.imdb.com/title/tt0108052/,Film,9.0,196,1993,"Biografico, Drammatico, Storico",1602848,1994-03-11,"Steven Spielberg",,
366,tt1273235,2026-09-03,2026-09-03,,"Srpski film","Srpski film",https://www.imdb.com/title/tt1273235/,Film,4.9,104,2010,"Horror, Giallo, Thriller",81616,2011-09-30,"Srdjan Spasojevic",,
367,tt0487928,2026-09-03,2026-09-03,,"Dante 01 - Benvenuti all'inferno","Dante 01",https://www.imdb.com/title/tt0487928/,Film,4.8,82,2008,"Avventura, Drammatico, Fantascienza, Thriller",6095,2008-07-25,"Marc Caro",,
368,tt3013602,2026-09-03,2026-09-03,,"Babysitting - Una notte che spacca","Babysitting",https://www.imdb.com/title/tt3013602/,Film,6.8,85,2014,"Commedia",13858,2014-07-03,"Nicolas Benamou, Philippe Lacheau",,
369,tt0454848,2026-09-03,2026-09-03,,"Inside Man","Inside Man",https://www.imdb.com/title/tt0454848/,Film,7.6,129,2006,"Poliziesco, Drammatico, Giallo, Thriller",429263,2006-04-07,"Spike Lee",,
370,tt0455760,2026-09-03,2026-09-03,,"Dead Silence","Dead Silence",https://www.imdb.com/title/tt0455760/,Film,6.2,89,2007,"Horror, Giallo, Thriller",109747,2007-03-16,"James Wan",,
371,tt1149361,2026-09-03,2026-09-03,,"L'esplosivo piano di Bazil","Micmacs à tire-larigot",https://www.imdb.com/title/tt1149361/,Film,7.1,105,2009,"Azione, Commedia, Poliziesco",32214,2010-12-17,"Jean-Pierre Jeunet",,
372,tt6902676,2026-09-03,2026-09-03,,"Guns Akimbo","Guns Akimbo",https://www.imdb.com/title/tt6902676/,Film,6.3,98,2019,"Azione, Commedia, Poliziesco, Thriller",79131,2020-02-28,"Jason Lei Howden",,
373,tt3409392,2026-09-03,2026-09-03,,"Timbuktu","Timbuktu",https://www.imdb.com/title/tt3409392/,Film,7.1,96,2014,"Drammatico, Guerra",19096,2015-02-12,"Abderrahmane Sissako",,
374,tt0099785,2026-09-03,2026-09-03,,"Mamma, ho perso l'aereo","Home Alone",https://www.imdb.com/title/tt0099785/,Film,7.8,103,1990,"Commedia, Per famiglie",754761,1991-01-18,"Chris Columbus",,
375,tt0104431,2026-09-03,2026-09-03,,"Mamma, ho riperso l'aereo: Mi sono smarrito a New York","Home Alone 2: Lost in New York",https://www.imdb.com/title/tt0104431/,Film,6.9,120,1992,"Avventura, Commedia, Poliziesco, Per famiglie",462342,1992-12-18,"Chris Columbus",,
376,tt0107048,2026-09-03,2026-09-03,,"Ricomincio da capo","Groundhog Day",https://www.imdb.com/title/tt0107048/,Film,8.0,101,1993,"Commedia, Drammatico, Fantastico, Sentimentale",740839,1993-04-08,"Harold Ramis",,
377,tt0250687,2026-09-03,2026-09-03,,"Rat Race","Rat Race",https://www.imdb.com/title/tt0250687/,Film,6.5,112,2001,"Azione, Avventura, Commedia",131772,2002-01-11,"Jerry Zucker",,
378,tt0110475,2026-09-03,2026-09-03,,"The Mask - Da zero a mito","The Mask",https://www.imdb.com/title/tt0110475/,Film,7.0,101,1994,"Commedia, Poliziesco, Fantastico",477165,1994-12-16,"Chuck Russell",,
379,tt0106701,2026-09-03,2026-09-03,,"Dennis la minaccia","Dennis the Menace",https://www.imdb.com/title/tt0106701/,Film,5.7,94,1993,"Commedia, Per famiglie",69927,1993-06-25,"Nick Castle",,
380,tt0119528,2026-09-03,2026-09-03,,"Bugiardo bugiardo","Liar Liar",https://www.imdb.com/title/tt0119528/,Film,6.9,86,1997,"Commedia, Fantastico",366711,1997-04-24,"Tom Shadyac",,
381,tt3838034,2026-09-03,2026-09-03,,"Alone","Seuls",https://www.imdb.com/title/tt3838034/,Film,5.1,98,2017,"Avventura, Per famiglie, Fantastico, Horror, Fantascienza, Thriller",1973,2017-02-08,"David Moreau",,
382,tt0073195,2026-09-03,2026-09-03,,"Lo squalo","Jaws",https://www.imdb.com/title/tt0073195/,Film,8.1,124,1975,"Avventura, Drammatico, Horror, Thriller",749824,1975-12-19,"Steven Spielberg",,
383,tt0071275,2026-09-03,2026-09-03,,"Cani arrabbiati","Cani arrabbiati",https://www.imdb.com/title/tt0071275/,Film,7.4,96,1974,"Poliziesco, Drammatico, Thriller",5990,1998-02-25,"Mario Bava",,
384,tt3007006,2026-09-03,2026-09-03,,"Secchi","Secchi",https://www.imdb.com/title/tt3007006/,Corto,7.2,12,2013,"Animazione, Cortometraggio, Commedia, Per famiglie, Fantastico",26,2013-09-02,"Edoardo Natoli",,
385,tt0128137,2026-09-03,2026-09-03,,"The Confession","The Confession",https://www.imdb.com/title/tt0128137/,Film,6.0,114,1999,"Drammatico, Thriller",2984,1999-01-22,"David Hugh Jones",,
386,tt0756683,2026-09-03,2026-09-03,,"L'uomo che venne dalla Terra","The Man from Earth",https://www.imdb.com/title/tt0756683/,Film,7.8,87,2007,"Drammatico, Fantastico, Giallo, Fantascienza",221113,2007-11-13,"Richard Schenkman",,
387,tt1707386,2026-09-03,2026-09-03,,"Les Misérables","Les Misérables",https://www.imdb.com/title/tt1707386/,Film,7.5,158,2012,"Drammatico, Musical, Sentimentale",364943,2013-01-31,"Tom Hooper",,
388,tt0795421,2026-09-03,2026-09-03,,"Mamma Mia!","Mamma Mia!",https://www.imdb.com/title/tt0795421/,Film,6.5,108,2008,"Commedia, Musical, Sentimentale",312091,2008-10-03,"Phyllida Lloyd",,
389,tt1599348,2026-09-03,2026-09-03,,"Safe House - Nessuno è al sicuro","Safe House",https://www.imdb.com/title/tt1599348/,Film,6.7,115,2012,"Azione, Thriller",251043,2012-03-02,"Daniel Espinosa",,
390,tt0049866,2026-09-03,2026-09-03,,"Totò, Peppino e la... malafemmina","Totò, Peppino e la... malafemmina",https://www.imdb.com/title/tt0049866/,Film,7.7,106,1956,"Commedia, Musical, Sentimentale",2341,1956-08-14,"Camillo Mastrocinque",,
391,tt0892769,2026-09-03,2026-09-03,,"Dragon Trainer","How to Train Your Dragon",https://www.imdb.com/title/tt0892769/,Film,8.1,98,2010,"Animazione, Azione, Avventura, Per famiglie, Fantastico",908634,2010-03-26,"Dean DeBlois, Chris Sanders",,
392,tt1217209,2026-09-03,2026-09-03,,"Ribelle: The Brave","Brave",https://www.imdb.com/title/tt1217209/,Film,7.1,93,2012,"Animazione, Azione, Avventura, Commedia, Drammatico, Per famiglie, Fantastico, Giallo",485511,2012-09-05,"Mark Andrews, Brenda Chapman, Steve Purcell",,
393,tt3521164,2026-09-03,2026-09-03,,"Oceania","Moana",https://www.imdb.com/title/tt3521164/,Film,7.6,107,2016,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Musical",450302,2016-12-22,"Ron Clements, John Musker, Don Hall, Chris Williams",,
